1),GSE TEST INPUT:CHANNEL-1 ROE TEST INPUT,,,,,,
3,FALSE at J1/A9,at P3/A27,-0.1,0.1,0.000021,mA,PASS
4,FALSE at J1/A9,at J2/C14,FALSE,FALSE,FALSE,DI,PASS
5,TRUE at J1/A9,at P3/A27,-0.1,0.1,-0.000005,mA,PASS
6,TRUE at J1/A9,at J2/C14,TRUE,TRUE,TRUE,DI,PASS
7,TRUE at J1/A9,at P3/A27,-0.1,0.1,0.000024,mA,PASS
8,TRUE at J1/A9,at J2/C14,FALSE,FALSE,FALSE,DI,PASS
45),GSE TEST OUTPUTS:CHANNEL-4 TEST OUTPUT-1,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,FALSE at J1/A13,at P3/B27,22.864,23.796,23.308341,mA,PASS
2,FALSE at J1/A13,at J2/C15,TRUE,TRUE,TRUE,DI,PASS
3,FALSE at J1/A13,at P3/B27,-0.1,0.1,0.00002,mA,PASS
4,FALSE at J1/A13,at J2/C15,FALSE,FALSE,FALSE,DI,PASS
5,TRUE at J1/A13,at P3/B27,-0.1,0.1,0.000042,mA,PASS
,,,,,,,
6,TRUE at J1/A13,at J2/C15,TRUE,TRUE,TRUE,DI,PASS
7,TRUE at J1/A13,at P3/B27,-0.1,0.1,0.000022,mA,PASS
8,TRUE at J1/A13,at J2/C15,FALSE,FALSE,FALSE,DI,PASS
46),GSE TEST OUTPUTS:CHANNEL-1 TEST OUTPUT-2,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,FALSE at J1/A2,at P3/A23,22.864,23.796,23.285504,mA,PASS
2,FALSE at J1/A2,at J2/C17,TRUE,TRUE,TRUE,DI,PASS
3,FALSE at J1/A2,at P3/A23,-0.1,0.1,0.000022,mA,PASS
4,FALSE at J1/A2,at J2/C17,FALSE,FALSE,FALSE,DI,PASS
5,TRUE at J1/A2,at P3/A23,-0.1,0.1,-0.000012,mA,PASS
6,TRUE at J1/A2,at J2/C17,TRUE,TRUE,TRUE,DI,PASS
7,TRUE at J1/A2,at P3/A23,-0.1,0.1,0.000025,mA,PASS
8,TRUE at J1/A2,at J2/C17,FALSE,FALSE,FALSE,DI,PASS
47),GSE TEST OUTPUTS:CHANNEL-2 TEST OUTPUT-2,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,FALSE at J1/A6,at P3/B23,22.864,23.796,23.308073,mA,PASS
2,FALSE at J1/A6,at J2/C18,TRUE,TRUE,TRUE,DI,PASS
3,FALSE at J1/A6,at P3/B23,-0.1,0.1,0.000022,mA,PASS
4,FALSE at J1/A6,at J2/C18,FALSE,FALSE,FALSE,DI,PASS
5,TRUE at J1/A6,at P3/B23,-0.1,0.1,0.00004,mA,PASS
6,TRUE at J1/A6,at J2/C18,TRUE,TRUE,TRUE,DI,PASS
7,TRUE at J1/A6,at P3/B23,-0.1,0.1,0.000025,mA,PASS
8,TRUE at J1/A6,at J2/C18,FALSE,FALSE,FALSE,DI,PASS
48),GSE TEST OUTPUTS:CHANNEL-3 TEST OUTPUT-2,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,LOWER,UPPER,MEASURED,UNITS,RESULT
,,,,,,,
1,FALSE at J1/A10,at P3/A28,22.864,23.796,23.288985,mA,PASS
2,FALSE at J1/A10,at J2/C19,TRUE,TRUE,TRUE,DI,PASS
3,FALSE at J1/A10,at P3/A28,-0.1,0.1,0.000023,mA,PASS
4,FALSE at J1/A10,at J2/C19,FALSE,FALSE,FALSE,DI,PASS
5,TRUE at J1/A10,at P3/A28,-0.1,0.1,0.000013,mA,PASS
6,TRUE at J1/A10,at J2/C19,TRUE,TRUE,TRUE,DI,PASS
7,TRUE at J1/A10,at P3/A28,-0.1,0.1,0.000023,mA,PASS
8,TRUE at J1/A10,at J2/C19,FALSE,FALSE,FALSE,DI,PASS
49),GSE TEST OUTPUTS:CHANNEL-4 TEST OUTPUT-2,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,FALSE at J1/A14,at P3/B28,22.864,23.796,23.303417,mA,PASS
2,FALSE at J1/A14,at J2/C20,TRUE,TRUE,TRUE,DI,PASS
3,FALSE at J1/A14,at P3/B28,-0.1,0.1,0.000022,mA,PASS
4,FALSE at J1/A14,at J2/C20,FALSE,FALSE,FALSE,DI,PASS
5,TRUE at J1/A14,at P3/B28,-0.1,0.1,-0.000012,mA,PASS
6,TRUE at J1/A14,at J2/C20,TRUE,TRUE,TRUE,DI,PASS
7,TRUE at J1/A14,at P3/B28,-0.1,0.1,0.000023,mA,PASS
8,TRUE at J1/A14,at J2/C20,FALSE,FALSE,FALSE,DI,PASS
50),GSE TEST OUTPUTS:CHANNEL-1 TEST OUTPUT-3,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,FALSE at J1/A3,at P3/A24,22.864,23.796,23.298845,mA,PASS
2,FALSE at J1/A3,at J2/C21,TRUE,TRUE,TRUE,DI,PASS
3,FALSE at J1/A3,at P3/A24,-0.1,0.1,0.000023,mA,PASS
4,FALSE at J1/A3,at J2/C21,FALSE,FALSE,FALSE,DI,PASS
5,TRUE at J1/A3,at P3/A24,-0.1,0.1,-0.000034,mA,PASS
6,TRUE at J1/A3,at J2/C21,TRUE,TRUE,TRUE,DI,PASS
7,TRUE at J1/A3,at P3/A24,-0.1,0.1,0.000024,mA,PASS
8,TRUE at J1/A3,at J2/C21,FALSE,FALSE,FALSE,DI,PASS
51),GSE TEST OUTPUTS:CHANNEL-2 TEST OUTPUT-3,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,FALSE at J1/A7,at P3/B24,22.864,23.796,23.282912,mA,PASS
2,FALSE at J1/A7,at J2/C22,TRUE,TRUE,TRUE,DI,PASS
3,FALSE at J1/A7,at P3/B24,-0.1,0.1,0.000023,mA,PASS
4,FALSE at J1/A7,at J2/C22,FALSE,FALSE,FALSE,DI,PASS
5,TRUE at J1/A7,at P3/B24,-0.1,0.1,0.000049,mA,PASS
6,TRUE at J1/A7,at J2/C22,TRUE,TRUE,TRUE,DI,PASS
7,TRUE at J1/A7,at P3/B24,-0.1,0.1,0.000023,mA,PASS
8,TRUE at J1/A7,at J2/C22,FALSE,FALSE,FALSE,DI,PASS
52),GSE TEST OUTPUTS:CHANNEL-3 TEST OUTPUT-3,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,LOWER,UPPER,MEASURED,UNITS,RESULT
,,,,,,,
1,FALSE at J1/A11,at P3/A29,22.864,23.796,23.309079,mA,PASS
2,FALSE at J1/A11,at J2/C23,TRUE,TRUE,TRUE,DI,PASS
3,FALSE at J1/A11,at P3/A29,-0.1,0.1,0.000021,mA,PASS
4,FALSE at J1/A11,at J2/C23,FALSE,FALSE,FALSE,DI,PASS
5,TRUE at J1/A11,at P3/A29,-0.1,0.1,0.000048,mA,PASS
6,TRUE at J1/A11,at J2/C23,TRUE,TRUE,TRUE,DI,PASS
7,TRUE at J1/A11,at P3/A29,-0.1,0.1,0.000023,mA,PASS
8,TRUE at J1/A11,at J2/C23,FALSE,FALSE,FALSE,DI,PASS
53),GSE TEST OUTPUTS:CHANNEL-4 TEST OUTPUT-3,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,FALSE at J1/A15,at P3/B29,22.864,23.796,23.313037,mA,PASS
2,FALSE at J1/A15,at J2/C24,TRUE,TRUE,TRUE,DI,PASS
3,FALSE at J1/A15,at P3/B29,-0.1,0.1,0.000022,mA,PASS
4,FALSE at J1/A15,at J2/C24,FALSE,FALSE,FALSE,DI,PASS
5,TRUE at J1/A15,at P3/B29,-0.1,0.1,0.000044,mA,PASS
6,TRUE at J1/A15,at J2/C24,TRUE,TRUE,TRUE,DI,PASS
7,TRUE at J1/A15,at P3/B29,-0.1,0.1,0.000026,mA,PASS
8,TRUE at J1/A15,at J2/C24,FALSE,FALSE,FALSE,DI,PASS
54),GSE TEST OUTPUTS:CHANNEL-1 TEST OUTPUT-4,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,FALSE at J1/A4,at P3/A25,22.864,23.796,23.287229,mA,PASS
2,FALSE at J1/A4,at J2/C25,TRUE,TRUE,TRUE,DI,PASS
3,FALSE at J1/A4,at P3/A25,-0.1,0.1,0.000023,mA,PASS
4,FALSE at J1/A4,at J2/C25,FALSE,FALSE,FALSE,DI,PASS
5,TRUE at J1/A4,at P3/A25,-0.1,0.1,0.000045,mA,PASS
6,TRUE at J1/A4,at J2/C25,TRUE,TRUE,TRUE,DI,PASS
7,TRUE at J1/A4,at P3/A25,-0.1,0.1,0.000023,mA,PASS
8,TRUE at J1/A4,at J2/C25,FALSE,FALSE,FALSE,DI,PASS
55),GSE TEST OUTPUTS:CHANNEL-2 TEST OUTPUT-4,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,FALSE at J1/A8,at P3/B25,22.864,23.796,23.30038,mA,PASS
2,FALSE at J1/A8,at J2/C26,TRUE,TRUE,TRUE,DI,PASS
3,FALSE at J1/A8,at P3/B25,-0.1,0.1,0.000021,mA,PASS
4,FALSE at J1/A8,at J2/C26,FALSE,FALSE,FALSE,DI,PASS
5,TRUE at J1/A8,at P3/B25,-0.1,0.1,0.000023,mA,PASS
6,TRUE at J1/A8,at J2/C26,TRUE,TRUE,TRUE,DI,PASS
7,TRUE at J1/A8,at P3/B25,-0.1,0.1,0.000024,mA,PASS
8,TRUE at J1/A8,at J2/C26,FALSE,FALSE,FALSE,DI,PASS
56),GSE TEST OUTPUTS:CHANNEL-3 TEST OUTPUT-4,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,LOWER,UPPER,MEASURED,UNITS,RESULT
,,,,,,,
1,FALSE at J1/A12,at P3/A30,22.864,23.796,23.297918,mA,PASS
2,FALSE at J1/A12,at J2/C27,TRUE,TRUE,TRUE,DI,PASS
3,FALSE at J1/A12,at P3/A30,-0.1,0.1,0.000022,mA,PASS
4,FALSE at J1/A12,at J2/C27,FALSE,FALSE,FALSE,DI,PASS
5,TRUE at J1/A12,at P3/A30,-0.1,0.1,-0.000021,mA,PASS
6,TRUE at J1/A12,at J2/C27,TRUE,TRUE,TRUE,DI,PASS
7,TRUE at J1/A12,at P3/A30,-0.1,0.1,0.000023,mA,PASS
8,TRUE at J1/A12,at J2/C27,FALSE,FALSE,FALSE,DI,PASS
57),GSE TEST OUTPUTS:CHANNEL-4 TEST OUTPUT-4,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,FALSE at J1/A16,at P3/B30,22.864,23.796,23.301055,mA,PASS
2,FALSE at J1/A16,at J2/C28,TRUE,TRUE,TRUE,DI,PASS
3,FALSE at J1/A16,at P3/B30,-0.1,0.1,0.000022,mA,PASS
4,FALSE at J1/A16,at J2/C28,FALSE,FALSE,FALSE,DI,PASS
5,TRUE at J1/A16,at P3/B30,-0.1,0.1,0.000044,mA,PASS
6,TRUE at J1/A16,at J2/C28,TRUE,TRUE,TRUE,DI,PASS
7,TRUE at J1/A16,at P3/B30,-0.1,0.1,0.000023,mA,PASS
8,TRUE at J1/A16,at J2/C28,FALSE,FALSE,FALSE,DI,PASS
58),GSE TEST DA-MON:CHANNEL-1 TEST DA-1,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,0V at P2/C2 and P2/C1,J3/A7&GND,-0.1,0.1,0.003313,Volts DC,PASS
2,9V at P2/C2 and P2/C1,J3/A7&GND,-8.262,-7.938,-8.097525,Volts DC,PASS
3,-9V at P2/C2 and P2/C1,J3/A7&GND,7.938,8.262,8.101505,Volts DC,PASS
59),GSE TEST DA-MON:CHANNEL-1 TEST DA-2,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
4,0V at P2/C1 and P2/C3,J3/A8&GND,-0.1,0.1,0.00235,Volts DC,PASS
5,9V at P2/C1 and P2/C3,J3/A8&GND,-8.262,-7.938,-8.100507,Volts DC,PASS
6,-9V at P2/C1 and P2/C3,J3/A8&GND,7.938,8.262,8.10479,Volts DC,PASS
60),GSE TEST DA-MON:CHANNEL-2 TEST DA-1,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,0V at P2/C5 and P2/C4,J3/A9&GND,-0.1,0.1,0.002162,Volts DC,PASS
2,9V at P2/C5 and P2/C4,J3/A9&GND,-8.262,-7.938,-8.10123,Volts DC,PASS
3,-9V at P2/C5 and P2/C4,J3/A9&GND,7.938,8.262,8.105415,Volts DC,PASS
61),GSE TEST DA-MON:CHANNEL-2 TEST DA-2,,,,,,
,,,LOWER,UPPER,MEASURED,,
,,,LIMIT,LIMIT,VALUE,,
4,0V at P2/C6 and P2/C4,J3/A10&GND,-0.1,0.1,0.002071,Volts DC,PASS
5,9V at P2/C6 and P2/C4,J3/A10&GND,-8.262,-7.938,-8.101795,Volts DC,PASS
6,-9V at P2/C6 and P2/C4,J3/A10&GND,7.938,8.262,8.105943,Volts DC,PASS
62),GSE TEST DA-MON:CHANNEL-3 TEST DA-1,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,0V at P2/C8 and P2/C7,J3/A11&GND,-0.1,0.1,0.00211,Volts DC,PASS
2,9V at P2/C8 and P2/C7,J3/A11&GND,-8.262,-7.938,-8.104379,Volts DC,PASS
3,-9V at P2/C8 and P2/C7,J3/A11&GND,7.938,8.262,8.108626,Volts DC,PASS
63),GSE TEST DA-MON:CHANNEL-3 TEST DA-2,,,,,,
,,,LOWER,UPPER,MEASURED,,
,,,LIMIT,LIMIT,VALUE,,
4,0V at P2/C9 and P2/C7,J3/A12&GND,-0.1,0.1,0.002064,Volts DC,PASS
5,9V at P2/C9 and P2/C7,J3/A12&GND,-8.262,-7.938,-8.099089,Volts DC,PASS
6,-9V at P2/C9 and P2/C7,J3/A12&GND,7.938,8.262,8.103211,Volts DC,PASS
64),GSE TEST DA-MON:CHANNEL-4 TEST DA-1,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,0V at P2/C11 and P2/C10,J3/A13&GND,-0.1,0.1,0.002019,Volts DC,PASS
2,9V at P2/C11 and P2/C10,J3/A13&GND,-8.262,-7.938,-8.100948,Volts DC,PASS
3,-9V at P2/C11 and P2/C10,J3/A13&GND,7.938,8.262,8.105091,Volts DC,PASS
65),GSE TEST DA-MON:CHANNEL-4 TEST DA-2,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
4,0V at P2/C12 and P2/C10,J3/A14&GND,-0.1,0.1,0.002103,Volts DC,PASS
5,9V at P2/C12 and P2/C10,J3/A14&GND,-8.262,-7.938,-8.102482,Volts DC,PASS
6,-9V at P2/C12 and P2/C10,J3/A14&GND,7.938,8.262,8.106749,Volts DC,PASS
66),GSE DISCRETES:CHANNEL-1 MBIT,,,,,,
,,,LOWER,UPPER,MEASURED,,
,,,LIMIT,LIMIT,VALUE,,
1,FALSE at J1/B13,P3/C7&P2/C25,OPEN,OPEN,OPEN,OHMS,PASS
2,FALSE at J1/B13,J1/C1&GND,TRUE,TRUE,TRUE,DI,PASS
3,TRUE at J1/B13,P3/C7&P2/C26,0,10,3.440996,OHMS,PASS
4,TRUE at J1/B13,J1/C1&GND,FALSE,FALSE,FALSE,DI,PASS
67),GSE DISCRETES:CHANNEL-2 MBIT,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,FALSE at J1/B14,P3/C14&P2/C27,OPEN,OPEN,OPEN,OHMS,PASS
2,FALSE at J1/B14,J1/C2&GND,TRUE,TRUE,TRUE,DI,PASS
3,TRUE at J1/B14,P3/C14&P2/C28,0,10,3.457657,OHMS,PASS
4,TRUE at J1/B14,J1/C2&GND,FALSE,FALSE,FALSE,DI,PASS
,,,,,,,
,,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,FALSE at J1/B15,P3/C18&P2/C29,OPEN,OPEN,OPEN,OHMS,PASS
2,FALSE at J1/B15,J1/C3&GND,TRUE,TRUE,TRUE,DI,PASS
3,TRUE at J1/B15,P3/C18&P2/C30,0,10,3.545523,OHMS,PASS
4,TRUE at J1/B15,J1/C3&GND,FALSE,FALSE,FALSE,DI,PASS
69),GSE DISCRETES:CHANNEL-4 MBIT,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,FALSE at J1/B16,P3/C31&P2/C31,OPEN,OPEN,OPEN,OHMS,PASS
2,FALSE at J1/B16,J1/C4&GND,TRUE,TRUE,TRUE,DI,PASS
3,TRUE at J1/B16,P3/C31&P2/C32,0,10,3.903929,OHMS,PASS
4,TRUE at J1/B16,J1/C4&GND,FALSE,FALSE,FALSE,DI,PASS
70),FTI DISCRETES:CHANNEL-1 FTI FCS FAIL MON,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,OPEN at P3/C28,J2/C1&GND,FALSE,FALSE,FALSE,DI,PASS
2,0V at  P3/C28,J2/C1&GND,TRUE,TRUE,TRUE,DI,PASS
3,5V at  P3/C28,J2/C1&GND,FALSE,FALSE,FALSE,DI,PASS
71),FTI DISCRETES:CHANNEL-1 FTI  DBU ENG MON,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,OPEN at P3/C16,J2/C2&GND,FALSE,FALSE,FALSE,DI,PASS
2,0V at  P3/C16,J2/C2&GND,TRUE,TRUE,TRUE,DI,PASS
3,5V at  P3/C16,J2/C2&GND,FALSE,FALSE,FALSE,DI,PASS
72),FTI DISCRETES:CHANNEL-1 FTI RWOW MON,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,OPEN at P3/C20,J2/C3&GND,FALSE,FALSE,FALSE,DI,PASS
2,0V at  P3/C20,J2/C3&GND,TRUE,TRUE,TRUE,DI,PASS
3,5V at  P3/C20,J2/C3&GND,FALSE,FALSE,FALSE,DI,PASS
73),FTI DISCRETES:CHANNEL-1 FTI NWOW MON,,,,,,
,,,LOWER,UPPER,MEASURED,,
,,,LIMIT,LIMIT,VALUE,,
1,OPEN at P3/C29,J2/C4&GND,FALSE,FALSE,FALSE,DI,PASS
2,0V at  P3/C29,J2/C4&GND,TRUE,TRUE,TRUE,DI,PASS
3,5V at  P3/C29,J2/C4&GND,FALSE,FALSE,FALSE,DI,PASS
74),FTI DISCRETES:CHANNEL-2 FTI ABPOS MON,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,OPEN at P3/C17,J2/C5&GND,FALSE,FALSE,FALSE,DI,PASS
2,0V at  P3/C17,J2/C5&GND,TRUE,TRUE,TRUE,DI,PASS
3,5V at  P3/C17,J2/C5&GND,FALSE,FALSE,FALSE,DI,PASS
75),FTI DISCRETES:CHANNEL-2 FTI APENG MON,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,OPEN at P3/C21,J2/C6&GND,FALSE,FALSE,FALSE,DI,PASS
2,0V at  P3/C21,J2/C6&GND,TRUE,TRUE,TRUE,DI,PASS
3,5V at  P3/C21,J2/C6&GND,FALSE,FALSE,FALSE,DI,PASS
76),FTI DISCRETES:CHANNEL-2 FTI LWOW MON,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,OPEN at P3/C30,J2/C7&GND,FALSE,FALSE,FALSE,DI,PASS
2,0V at  P3/C30,J2/C7&GND,TRUE,TRUE,TRUE,DI,PASS
3,5V at  P3/C30,J2/C7&GND,FALSE,FALSE,FALSE,DI,PASS
77),FTI DISCRETES:CHANNEL-2 SPARE1,,,,,,
,,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,LIMIT,LIMIT,VALUE,UNITS,RESULT
1,OPEN at P2/B29,J2/C29&GND,FALSE,FALSE,FALSE,DI,PASS
2,0V at  P2/B29,J2/C29&GND,TRUE,TRUE,TRUE,DI,PASS
3,5V at  P2/B29,J2/C29&GND,FALSE,FALSE,FALSE,DI,PASS
78),FTI DISCRETES:CHANNEL-2 SPARE2,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,OPEN at P2/B30,J2/C30&GND,FALSE,FALSE,FALSE,DI,PASS
2,0V at  P2/B30,J2/C30&GND,TRUE,TRUE,TRUE,DI,PASS
3,5V at  P2/B30,J2/C30&GND,FALSE,FALSE,FALSE,DI,PASS
79),FTI DFCC HEALTH:CHANNEL-1,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,FALSE at  J1/B9,at P2/C21,22.864,23.796,23.283194,mA,PASS
2,FALSE at  J1/B9,at J2/C8,TRUE,TRUE,TRUE,DI,PASS
3,FALSE at  J1/B9,at P2/C21,-0.1,0.1,0.000026,mA,PASS
4,FALSE at  J1/B9,at J2/C8,FALSE,FALSE,FALSE,DI,PASS
5,TRUE at  J1/B9,at P2/C21,-0.1,0.1,0.000019,mA,PASS
6,TRUE at  J1/B9,at J2/C8,TRUE,TRUE,TRUE,DI,PASS
7,TRUE at  J1/B9,at P2/C21,-0.1,0.1,0.000022,mA,PASS
8,TRUE at  J1/B9,at J2/C8,FALSE,FALSE,FALSE,DI,PASS
80),FTI DFCC HEALTH:CHANNEL-2,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,FALSE at  J1/B10,at P2/C22,22.864,23.796,23.303704,mA,PASS
2,FALSE at  J1/B10,at J2/C9,TRUE,TRUE,TRUE,DI,PASS
3,FALSE at  J1/B10,at P2/C22,-0.1,0.1,0.000021,mA,PASS
4,FALSE at  J1/B10,at J2/C9,FALSE,FALSE,FALSE,DI,PASS
5,TRUE at  J1/B10,at P2/C22,-0.1,0.1,0.000033,mA,PASS
6,TRUE at  J1/B10,at J2/C9,TRUE,TRUE,TRUE,DI,PASS
7,TRUE at  J1/B10,at P2/C22,-0.1,0.1,0.000023,mA,PASS
8,TRUE at  J1/B10,at J2/C9,FALSE,FALSE,FALSE,DI,PASS
81),FTI DFCC HEALTH:CHANNEL-3,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,FALSE at  J1/B11,at P2/C23,22.864,23.796,23.302077,mA,PASS
2,FALSE at  J1/B11,at J2/C10,TRUE,TRUE,TRUE,DI,PASS
3,FALSE at  J1/B11,at P2/C23,-0.1,0.1,0.000019,mA,PASS
4,FALSE at  J1/B11,at J2/C10,FALSE,FALSE,FALSE,DI,PASS
5,TRUE at  J1/B11,at P2/C23,-0.1,0.1,-0.000029,mA,PASS
6,TRUE at  J1/B11,at J2/C10,TRUE,TRUE,TRUE,DI,PASS
7,TRUE at  J1/B11,at P2/C23,-0.1,0.1,0.000022,mA,PASS
8,TRUE at  J1/B11,at J2/C10,FALSE,FALSE,FALSE,DI,PASS
82),FTI DFCC HEALTH:CHANNEL-4,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,FALSE at  J1/B12,at P2/C24,22.864,23.796,23.288879,mA,PASS
2,FALSE at  J1/B12,at J2/C11,TRUE,TRUE,TRUE,DI,PASS
3,FALSE at  J1/B12,at P2/C24,-0.1,0.1,0.000023,mA,PASS
4,FALSE at  J1/B12,at J2/C11,FALSE,FALSE,FALSE,DI,PASS
5,TRUE at  J1/B12,at P2/C24,-0.1,0.1,0.000042,mA,PASS
6,TRUE at  J1/B12,at J2/C11,TRUE,TRUE,TRUE,DI,PASS
7,TRUE at  J1/B12,at P2/C24,-0.1,0.1,0.000023,mA,PASS
8,TRUE at  J1/B12,at J2/C11,FALSE,FALSE,FALSE,DI,PASS
83),FTI MONITORS:CHANNEL-1 FTI STKROL MON,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,0V at  P3/C2 and P3/C1,J3/A19&GND,-0.1,0.1,0.006212,Volts DC,PASS
2,5V at  P3/C2 and P3/C1,J3/A19&GND,8.82,9.18,8.99693,Volts DC,PASS
3,-5V at  P3/C2 and P3/C1,J3/A19&GND,-9.18,-8.82,-8.99273,Volts DC,PASS
84),FTI MONITORS:CHANNEL-1 FTI RPPOS MON,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,0V at  P3/C23 and P3/C1,J3/A20&GND,-0.1,0.1,0.005302,Volts DC,PASS
2,5V at  P3/C23 and P3/C1,J3/A20&GND,8.82,9.18,8.991002,Volts DC,PASS
3,-5V at  P3/C23 and P3/C1,J3/A20&GND,-9.18,-8.82,-8.99034,Volts DC,PASS
85),FTI MONITORS:CHANNEL-1 FTI LOE POS MON,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,0V at  P3/C3 and P3/C1,J3/A21&GND,-0.1,0.1,0.005114,Volts DC,PASS
2,5V at  P3/C3 and P3/C1,J3/A21&GND,8.82,9.18,8.993445,Volts DC,PASS
3,-5V at  P3/C3 and P3/C1,J3/A21&GND,-9.18,-8.82,-8.98963,Volts DC,PASS
86),FTI MONITORS:CHANNEL-1 FTI ROE POS MON,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,0V at  P3/C24 and P3/C1,J3/A22&GND,-0.1,0.1,0.00512,Volts DC,PASS
2,5V at  P3/C24 and P3/C1,J3/A22&GND,8.82,9.18,8.991534,Volts DC,PASS
3,-5V at  P3/C24 and P3/C1,J3/A22&GND,-9.18,-8.82,-8.992428,Volts DC,PASS
87),FTI MONITORS:CHANNEL-1 FTI NOR ACCLN  MON,,,,,,
